"","Genotype","Treatment","ID","Date","Type","value"
"1618","b42-34","Drought","b42-34.1","10/27","Gs (mmol m−2 s−1)",0.158005333333333
"1619","b42-34","Drought","b42-34.1","11/03","Gs (mmol m−2 s−1)",0.028932
"1620","b42-34","Drought","b42-34.1","11/03","Gs (mmol m−2 s−1)",0.058361
"1621","b42-34","Drought","b42-34.1","11/06","Gs (mmol m−2 s−1)",0.0792625
"1622","b42-34","Drought","b42-34.1","11/11","Gs (mmol m−2 s−1)",0.0826485
"1623","b42-34","Drought","b42-34.1","11/17","Gs (mmol m−2 s−1)",0.0304745
"1624","b42-34","Drought","b42-34.1","11/24","Gs (mmol m−2 s−1)",0.04856325
"1625","b42-34","Drought","b42-34.2","10/27","Gs (mmol m−2 s−1)",0.249639
"1626","b42-34","Drought","b42-34.2","11/03","Gs (mmol m−2 s−1)",0.030824
"1627","b42-34","Drought","b42-34.2","11/03","Gs (mmol m−2 s−1)",0.0103695
"1628","b42-34","Drought","b42-34.2","11/06","Gs (mmol m−2 s−1)",0.1585065
"1629","b42-34","Drought","b42-34.2","11/11","Gs (mmol m−2 s−1)",0.1239235
"1630","b42-34","Drought","b42-34.2","11/17","Gs (mmol m−2 s−1)",0.0093265
"1631","b42-34","Drought","b42-34.2","11/24","Gs (mmol m−2 s−1)",0.0480875
"1632","b42-34","Drought","b42-34.3","10/27","Gs (mmol m−2 s−1)",0.211985
"1633","b42-34","Drought","b42-34.3","11/03","Gs (mmol m−2 s−1)",0.002359
"1634","b42-34","Drought","b42-34.3","11/06","Gs (mmol m−2 s−1)",0.0480085
"1635","b42-34","Drought","b42-34.3","11/11","Gs (mmol m−2 s−1)",0.046103
"1636","b42-34","Drought","b42-34.3","11/17","Gs (mmol m−2 s−1)",0.0411815
"1637","b42-34","Drought","b42-34.3","11/24","Gs (mmol m−2 s−1)",0.014739
"1638","b42-34","Drought","b42-34.3","12/02","Gs (mmol m−2 s−1)",0.00254
"1639","b42-34","Drought","b42-34.4","10/27","Gs (mmol m−2 s−1)",0.211977333333333
"1640","b42-34","Drought","b42-34.4","11/03","Gs (mmol m−2 s−1)",0.0164955
"1641","b42-34","Drought","b42-34.4","11/03","Gs (mmol m−2 s−1)",0.0113585
"1642","b42-34","Drought","b42-34.4","11/06","Gs (mmol m−2 s−1)",0.122987
"1643","b42-34","Drought","b42-34.4","11/11","Gs (mmol m−2 s−1)",0.082261
"1644","b42-34","Drought","b42-34.4","11/17","Gs (mmol m−2 s−1)",0.018512
"1645","b42-34","Drought","b42-34.4","11/24","Gs (mmol m−2 s−1)",0.075041
"1646","b42-34","Drought","b42-34.4","12/02","Gs (mmol m−2 s−1)",0.0119695
"1647","b42-34","Drought","b42-34.5","10/27","Gs (mmol m−2 s−1)",0.137066
"1648","b42-34","Drought","b42-34.5","11/03","Gs (mmol m−2 s−1)",0.007114
"1649","b42-34","Drought","b42-34.5","11/03","Gs (mmol m−2 s−1)",0.0205895
"1650","b42-34","Drought","b42-34.5","11/06","Gs (mmol m−2 s−1)",0.067447
"1651","b42-34","Drought","b42-34.5","11/11","Gs (mmol m−2 s−1)",0.0839635
"1652","b42-34","Drought","b42-34.5","11/24","Gs (mmol m−2 s−1)",0.0370515
"1653","b42-34","Drought","b42-34.5","12/02","Gs (mmol m−2 s−1)",0.0289783333333333
"1654","NY1","Control","NY1.10.","10/27","Gs (mmol m−2 s−1)",0.359516666666667
"1655","NY1","Control","NY1.10.","11/03","Gs (mmol m−2 s−1)",0.179289
"1656","NY1","Control","NY1.10.","11/03","Gs (mmol m−2 s−1)",0.0635345
"1657","NY1","Control","NY1.10.","11/06","Gs (mmol m−2 s−1)",0.125799
"1658","NY1","Control","NY1.10.","11/11","Gs (mmol m−2 s−1)",0.1381675
"1659","NY1","Control","NY1.10.","11/24","Gs (mmol m−2 s−1)",0.0602235
"1660","NY1","Control","NY1.10.","12/02","Gs (mmol m−2 s−1)",0.175785666666667
"1661","NY1","Control","NY1.6","10/27","Gs (mmol m−2 s−1)",0.2068545
"1662","NY1","Control","NY1.6","11/03","Gs (mmol m−2 s−1)",0.09055
"1663","NY1","Control","NY1.6","11/06","Gs (mmol m−2 s−1)",0.180746
"1664","NY1","Control","NY1.6","11/11","Gs (mmol m−2 s−1)",0.0679575
"1665","NY1","Control","NY1.6","11/17","Gs (mmol m−2 s−1)",0.276345
"1666","NY1","Control","NY1.6","11/24","Gs (mmol m−2 s−1)",0.181471
"1667","NY1","Control","NY1.7","10/27","Gs (mmol m−2 s−1)",0.223346666666667
"1668","NY1","Control","NY1.7","11/03","Gs (mmol m−2 s−1)",0.1276565
"1669","NY1","Control","NY1.7","11/03","Gs (mmol m−2 s−1)",0.0468285
"1670","NY1","Control","NY1.7","11/06","Gs (mmol m−2 s−1)",0.1388675
"1671","NY1","Control","NY1.7","11/11","Gs (mmol m−2 s−1)",0.207664
"1672","NY1","Control","NY1.7","11/17","Gs (mmol m−2 s−1)",0.3530825
"1673","NY1","Control","NY1.7","11/24","Gs (mmol m−2 s−1)",0.0887945
"1674","NY1","Control","NY1.7","12/02","Gs (mmol m−2 s−1)",0.144969
"1675","NY1","Control","NY1.8","10/27","Gs (mmol m−2 s−1)",0.217394
"1676","NY1","Control","NY1.8","11/03","Gs (mmol m−2 s−1)",0.1170975
"1677","NY1","Control","NY1.8","11/03","Gs (mmol m−2 s−1)",0.302608
"1678","NY1","Control","NY1.8","11/06","Gs (mmol m−2 s−1)",0.166614
"1679","NY1","Control","NY1.8","11/11","Gs (mmol m−2 s−1)",0.2304945
"1680","NY1","Control","NY1.8","11/24","Gs (mmol m−2 s−1)",0.2006415
"1681","NY1","Control","NY1.8","12/02","Gs (mmol m−2 s−1)",0.375965666666667
"1682","NY1","Control","NY1.9","10/27","Gs (mmol m−2 s−1)",0.269431333333333
"1683","NY1","Control","NY1.9","11/03","Gs (mmol m−2 s−1)",0.1787985
"1684","NY1","Control","NY1.9","11/03","Gs (mmol m−2 s−1)",0.3247145
"1685","NY1","Control","NY1.9","11/06","Gs (mmol m−2 s−1)",0.088331
"1686","NY1","Control","NY1.9","11/11","Gs (mmol m−2 s−1)",0.1171345
"1687","NY1","Control","NY1.9","11/17","Gs (mmol m−2 s−1)",0.288357
"1688","NY1","Control","NY1.9","11/24","Gs (mmol m−2 s−1)",0.283928
"1689","NY1","Drought","NY1.1","11/03","Gs (mmol m−2 s−1)",0.0499575
"1690","NY1","Drought","NY1.1","11/03","Gs (mmol m−2 s−1)",0.086339
"1691","NY1","Drought","NY1.1","11/06","Gs (mmol m−2 s−1)",0.35608
"1692","NY1","Drought","NY1.1","11/11","Gs (mmol m−2 s−1)",0.2166205
"1693","NY1","Drought","NY1.1","11/17","Gs (mmol m−2 s−1)",0.1833135
"1694","NY1","Drought","NY1.1","11/24","Gs (mmol m−2 s−1)",0.198384
"1695","NY1","Drought","NY1.2","10/27","Gs (mmol m−2 s−1)",0.282509666666667
"1696","NY1","Drought","NY1.2","11/03","Gs (mmol m−2 s−1)",0.039414
"1697","NY1","Drought","NY1.2","11/03","Gs (mmol m−2 s−1)",0.020382
"1698","NY1","Drought","NY1.2","11/06","Gs (mmol m−2 s−1)",0.0885616666666667
"1699","NY1","Drought","NY1.2","11/11","Gs (mmol m−2 s−1)",0.1132635
"1700","NY1","Drought","NY1.2","11/24","Gs (mmol m−2 s−1)",0.004615
"1701","NY1","Drought","NY1.2","12/02","Gs (mmol m−2 s−1)",0.0130333333333333
"1702","NY1","Drought","NY1.3","10/27","Gs (mmol m−2 s−1)",0.089646
"1703","NY1","Drought","NY1.3","11/03","Gs (mmol m−2 s−1)",0.005523
"1704","NY1","Drought","NY1.3","11/06","Gs (mmol m−2 s−1)",0.0558745
"1705","NY1","Drought","NY1.3","11/11","Gs (mmol m−2 s−1)",0.0497675
"1706","NY1","Drought","NY1.3","11/17","Gs (mmol m−2 s−1)",0.004567
"1707","NY1","Drought","NY1.3","11/24","Gs (mmol m−2 s−1)",0.016659
"1708","NY1","Drought","NY1.3","12/02","Gs (mmol m−2 s−1)",0.0248695
"1709","NY1","Drought","NY1.4","10/27","Gs (mmol m−2 s−1)",0.237039333333333
"1710","NY1","Drought","NY1.4","11/03","Gs (mmol m−2 s−1)",0.0337135
"1711","NY1","Drought","NY1.4","11/03","Gs (mmol m−2 s−1)",0.0343655
"1712","NY1","Drought","NY1.4","11/06","Gs (mmol m−2 s−1)",0.122609
"1713","NY1","Drought","NY1.4","11/11","Gs (mmol m−2 s−1)",0.098729
"1714","NY1","Drought","NY1.4","11/24","Gs (mmol m−2 s−1)",0.044959
"1715","NY1","Drought","NY1.4","12/02","Gs (mmol m−2 s−1)",0.026126
"1716","NY1","Drought","NY1.5","10/27","Gs (mmol m−2 s−1)",0.328263
"1717","NY1","Drought","NY1.5","11/03","Gs (mmol m−2 s−1)",0.023391
"1718","NY1","Drought","NY1.5","11/03","Gs (mmol m−2 s−1)",0.100438666666667
"1719","NY1","Drought","NY1.5","11/06","Gs (mmol m−2 s−1)",0.091208
"1720","NY1","Drought","NY1.5","11/11","Gs (mmol m−2 s−1)",0.093011
"1721","NY1","Drought","NY1.5","11/17","Gs (mmol m−2 s−1)",0.084116
"1722","NY1","Drought","NY1.5","11/24","Gs (mmol m−2 s−1)",0.0384185
"1723","T48","Control","T48.10.","10/27","Gs (mmol m−2 s−1)",0.263041333333333
"1724","T48","Control","T48.10.","11/03","Gs (mmol m−2 s−1)",0.721845
"1725","T48","Control","T48.10.","11/03","Gs (mmol m−2 s−1)",0.4395205
"1726","T48","Control","T48.10.","11/06","Gs (mmol m−2 s−1)",0.2570795
"1727","T48","Control","T48.10.","11/11","Gs (mmol m−2 s−1)",0.239421
"1728","T48","Control","T48.10.","11/24","Gs (mmol m−2 s−1)",0.402213
"1729","T48","Control","T48.10.","12/02","Gs (mmol m−2 s−1)",0.8281645
"1730","T48","Control","T48.6","10/27","Gs (mmol m−2 s−1)",0.342722666666667
"1731","T48","Control","T48.6","11/03","Gs (mmol m−2 s−1)",0.441666
"1732","T48","Control","T48.6","11/03","Gs (mmol m−2 s−1)",0.516567
"1733","T48","Control","T48.6","11/06","Gs (mmol m−2 s−1)",0.6078755
"1734","T48","Control","T48.6","11/11","Gs (mmol m−2 s−1)",0.153208
"1735","T48","Control","T48.6","11/17","Gs (mmol m−2 s−1)",0.6345845
"1736","T48","Control","T48.6","11/24","Gs (mmol m−2 s−1)",0.1301695
"1737","T48","Control","T48.7","10/27","Gs (mmol m−2 s−1)",0.207097333333333
"1738","T48","Control","T48.7","11/03","Gs (mmol m−2 s−1)",0.49244875
"1739","T48","Control","T48.7","11/03","Gs (mmol m−2 s−1)",0.8265305
"1740","T48","Control","T48.7","11/06","Gs (mmol m−2 s−1)",0.4097335
"1741","T48","Control","T48.7","11/11","Gs (mmol m−2 s−1)",0.130856
"1742","T48","Control","T48.7","11/17","Gs (mmol m−2 s−1)",0.676737
"1743","T48","Control","T48.7","11/24","Gs (mmol m−2 s−1)",0.2180275
"1744","T48","Control","T48.8","10/27","Gs (mmol m−2 s−1)",0.801882333333333
"1745","T48","Control","T48.8","11/03","Gs (mmol m−2 s−1)",0.427688
"1746","T48","Control","T48.8","11/06","Gs (mmol m−2 s−1)",0.4796475
"1747","T48","Control","T48.8","11/11","Gs (mmol m−2 s−1)",0.2066935
"1748","T48","Control","T48.8","11/24","Gs (mmol m−2 s−1)",0.1505655
"1749","T48","Control","T48.8","12/02","Gs (mmol m−2 s−1)",0.785067333333333
"1750","T48","Control","T48.9","10/27","Gs (mmol m−2 s−1)",0.4180425
"1751","T48","Control","T48.9","11/03","Gs (mmol m−2 s−1)",0.470082
"1752","T48","Control","T48.9","11/03","Gs (mmol m−2 s−1)",0.415673
"1753","T48","Control","T48.9","11/06","Gs (mmol m−2 s−1)",0.1842665
"1754","T48","Control","T48.9","11/11","Gs (mmol m−2 s−1)",0.1028985
"1755","T48","Control","T48.9","11/17","Gs (mmol m−2 s−1)",0.616057
"1756","T48","Control","T48.9","11/24","Gs (mmol m−2 s−1)",0.192799
"1757","T48","Control","T48.9","12/02","Gs (mmol m−2 s−1)",0.622755333333333
"1758","T48","Drought","T48.1","10/27","Gs (mmol m−2 s−1)",0.250409333333333
"1759","T48","Drought","T48.1","11/03","Gs (mmol m−2 s−1)",0.0498185
"1760","T48","Drought","T48.1","11/06","Gs (mmol m−2 s−1)",0.027145
"1761","T48","Drought","T48.1","11/11","Gs (mmol m−2 s−1)",0.147822
"1762","T48","Drought","T48.1","11/24","Gs (mmol m−2 s−1)",0.016806
"1763","T48","Drought","T48.1","12/02","Gs (mmol m−2 s−1)",0.0753603333333333
"1764","T48","Drought","T48.2","10/27","Gs (mmol m−2 s−1)",0.460832333333333
"1765","T48","Drought","T48.2","11/03","Gs (mmol m−2 s−1)",0.013802
"1766","T48","Drought","T48.2","11/03","Gs (mmol m−2 s−1)",0.0082745
"1767","T48","Drought","T48.2","11/06","Gs (mmol m−2 s−1)",0.0538925
"1768","T48","Drought","T48.2","11/11","Gs (mmol m−2 s−1)",0.0525445
"1769","T48","Drought","T48.2","11/17","Gs (mmol m−2 s−1)",0.0045495
"1770","T48","Drought","T48.2","11/24","Gs (mmol m−2 s−1)",0.0034705
"1771","T48","Drought","T48.3","10/27","Gs (mmol m−2 s−1)",0.45027
"1772","T48","Drought","T48.3","11/03","Gs (mmol m−2 s−1)",0.003134
"1773","T48","Drought","T48.3","11/03","Gs (mmol m−2 s−1)",0.0193835
"1774","T48","Drought","T48.3","11/06","Gs (mmol m−2 s−1)",0.084855
"1775","T48","Drought","T48.3","11/11","Gs (mmol m−2 s−1)",0.091799
"1776","T48","Drought","T48.3","11/17","Gs (mmol m−2 s−1)",0.056491
"1777","T48","Drought","T48.3","11/24","Gs (mmol m−2 s−1)",0.0443655
"1778","T48","Drought","T48.3","12/02","Gs (mmol m−2 s−1)",0.0228066666666667
"1779","T48","Drought","T48.4","10/27","Gs (mmol m−2 s−1)",0.5768975
"1780","T48","Drought","T48.4","11/03","Gs (mmol m−2 s−1)",0.02539
"1781","T48","Drought","T48.4","11/03","Gs (mmol m−2 s−1)",0.1026255
"1782","T48","Drought","T48.4","11/06","Gs (mmol m−2 s−1)",0.155296
"1783","T48","Drought","T48.4","11/11","Gs (mmol m−2 s−1)",0.131467
"1784","T48","Drought","T48.4","11/17","Gs (mmol m−2 s−1)",0.0444325
"1785","T48","Drought","T48.4","11/24","Gs (mmol m−2 s−1)",0.155882
"1786","T48","Drought","T48.5","10/27","Gs (mmol m−2 s−1)",0.3871155
"1787","T48","Drought","T48.5","11/03","Gs (mmol m−2 s−1)",0.007942
"1788","T48","Drought","T48.5","11/03","Gs (mmol m−2 s−1)",0.0255645
"1789","T48","Drought","T48.5","11/06","Gs (mmol m−2 s−1)",0.0807503333333333
"1790","T48","Drought","T48.5","11/11","Gs (mmol m−2 s−1)",0.112657
"1791","T48","Drought","T48.5","11/17","Gs (mmol m−2 s−1)",0.0038435
"1792","T48","Drought","T48.5","11/24","Gs (mmol m−2 s−1)",0.00256
"1793","T48","Drought","T48.5","12/02","Gs (mmol m−2 s−1)",0.0113145
"1794","T52","Control","T52.10.","10/27","Gs (mmol m−2 s−1)",0.215705
"1795","T52","Control","T52.10.","11/03","Gs (mmol m−2 s−1)",0.0338405
"1796","T52","Control","T52.10.","11/06","Gs (mmol m−2 s−1)",0.133045
"1797","T52","Control","T52.10.","11/11","Gs (mmol m−2 s−1)",0.1342115
"1798","T52","Control","T52.10.","11/24","Gs (mmol m−2 s−1)",0.057331
"1799","T52","Control","T52.10.","12/02","Gs (mmol m−2 s−1)",0.238474666666667
"1800","T52","Control","T52.6","10/27","Gs (mmol m−2 s−1)",0.364900333333333
"1801","T52","Control","T52.6","11/03","Gs (mmol m−2 s−1)",0.0492075
"1802","T52","Control","T52.6","11/06","Gs (mmol m−2 s−1)",0.1088405
"1803","T52","Control","T52.6","11/11","Gs (mmol m−2 s−1)",0.0426485
"1804","T52","Control","T52.6","11/17","Gs (mmol m−2 s−1)",0.172153
"1805","T52","Control","T52.6","11/24","Gs (mmol m−2 s−1)",0.015145
"1806","T52","Control","T52.7","10/27","Gs (mmol m−2 s−1)",0.287364
"1807","T52","Control","T52.7","11/03","Gs (mmol m−2 s−1)",0.643284
"1808","T52","Control","T52.7","11/03","Gs (mmol m−2 s−1)",0.1900335
"1809","T52","Control","T52.7","11/06","Gs (mmol m−2 s−1)",0.1034385
"1810","T52","Control","T52.7","11/11","Gs (mmol m−2 s−1)",0.0417075
"1811","T52","Control","T52.7","11/17","Gs (mmol m−2 s−1)",0.0868225
"1812","T52","Control","T52.7","11/24","Gs (mmol m−2 s−1)",0.1173255
"1813","T52","Control","T52.8","10/27","Gs (mmol m−2 s−1)",0.28526
"1814","T52","Control","T52.8","11/03","Gs (mmol m−2 s−1)",0.095544
"1815","T52","Control","T52.8","11/06","Gs (mmol m−2 s−1)",0.1300705
"1816","T52","Control","T52.8","11/11","Gs (mmol m−2 s−1)",0.1452025
"1817","T52","Control","T52.8","11/24","Gs (mmol m−2 s−1)",0.153486
"1818","T52","Control","T52.8","12/02","Gs (mmol m−2 s−1)",0.141068
"1819","T52","Control","T52.9","10/27","Gs (mmol m−2 s−1)",0.178251333333333
"1820","T52","Control","T52.9","11/03","Gs (mmol m−2 s−1)",0.084819
"1821","T52","Control","T52.9","11/06","Gs (mmol m−2 s−1)",0.047672
"1822","T52","Control","T52.9","11/11","Gs (mmol m−2 s−1)",0.062036
"1823","T52","Control","T52.9","11/17","Gs (mmol m−2 s−1)",0.2529265
"1824","T52","Control","T52.9","11/24","Gs (mmol m−2 s−1)",0.1539445
"1825","T52","Control","T52.9","12/02","Gs (mmol m−2 s−1)",0.0935905
"1826","T52","Drought","T52.1","10/27","Gs (mmol m−2 s−1)",0.166907
"1827","T52","Drought","T52.1","11/03","Gs (mmol m−2 s−1)",0.0342535
"1828","T52","Drought","T52.1","11/11","Gs (mmol m−2 s−1)",0.085352
"1829","T52","Drought","T52.1","11/17","Gs (mmol m−2 s−1)",0.055
"1830","T52","Drought","T52.1","11/24","Gs (mmol m−2 s−1)",0.0445935
"1831","T52","Drought","T52.2","10/27","Gs (mmol m−2 s−1)",0.157789333333333
"1832","T52","Drought","T52.2","11/03","Gs (mmol m−2 s−1)",0.008677
"1833","T52","Drought","T52.2","11/06","Gs (mmol m−2 s−1)",0.053885
"1834","T52","Drought","T52.2","11/11","Gs (mmol m−2 s−1)",0.02761
"1835","T52","Drought","T52.2","11/17","Gs (mmol m−2 s−1)",0.006826
"1836","T52","Drought","T52.2","11/24","Gs (mmol m−2 s−1)",0.0245275
"1837","T52","Drought","T52.2","12/02","Gs (mmol m−2 s−1)",0.010859
"1838","T52","Drought","T52.3","10/27","Gs (mmol m−2 s−1)",0.151551333333333
"1839","T52","Drought","T52.3","11/03","Gs (mmol m−2 s−1)",0.0118035
"1840","T52","Drought","T52.3","11/03","Gs (mmol m−2 s−1)",0.015055
"1841","T52","Drought","T52.3","11/06","Gs (mmol m−2 s−1)",0.0371925
"1842","T52","Drought","T52.3","11/11","Gs (mmol m−2 s−1)",0.060207
"1843","T52","Drought","T52.3","11/17","Gs (mmol m−2 s−1)",0.0191565
"1844","T52","Drought","T52.3","11/24","Gs (mmol m−2 s−1)",0.004071
"1845","T52","Drought","T52.4","10/27","Gs (mmol m−2 s−1)",0.226456333333333
"1846","T52","Drought","T52.4","11/03","Gs (mmol m−2 s−1)",0.018549
"1847","T52","Drought","T52.4","11/06","Gs (mmol m−2 s−1)",0.108273
"1848","T52","Drought","T52.4","11/11","Gs (mmol m−2 s−1)",0.0549425
"1849","T52","Drought","T52.4","12/02","Gs (mmol m−2 s−1)",0.034937
"1850","T52","Drought","T52.5","10/27","Gs (mmol m−2 s−1)",0.211909666666667
"1851","T52","Drought","T52.5","11/06","Gs (mmol m−2 s−1)",0.0684495
"1852","T52","Drought","T52.5","11/11","Gs (mmol m−2 s−1)",0.0609395
"1853","T52","Drought","T52.5","11/17","Gs (mmol m−2 s−1)",0.011292
"1854","T52","Drought","T52.5","11/24","Gs (mmol m−2 s−1)",0.0072475
"1855","T52","Drought","T52.5","12/02","Gs (mmol m−2 s−1)",0.000326
"1856","TXNM0821","Control","TXNM0821.10.","10/27","Gs (mmol m−2 s−1)",0.205398
"1857","TXNM0821","Control","TXNM0821.10.","11/03","Gs (mmol m−2 s−1)",0.173375
"1858","TXNM0821","Control","TXNM0821.10.","11/03","Gs (mmol m−2 s−1)",0.285757
"1859","TXNM0821","Control","TXNM0821.10.","11/06","Gs (mmol m−2 s−1)",0.1789345
"1860","TXNM0821","Control","TXNM0821.10.","11/11","Gs (mmol m−2 s−1)",0.090956
"1861","TXNM0821","Control","TXNM0821.10.","11/17","Gs (mmol m−2 s−1)",0.2795035
"1862","TXNM0821","Control","TXNM0821.10.","11/24","Gs (mmol m−2 s−1)",0.2079385
"1863","TXNM0821","Control","TXNM0821.6","10/27","Gs (mmol m−2 s−1)",0.07056
"1864","TXNM0821","Control","TXNM0821.6","11/03","Gs (mmol m−2 s−1)",0.063645
"1865","TXNM0821","Control","TXNM0821.6","11/06","Gs (mmol m−2 s−1)",0.0642285
"1866","TXNM0821","Control","TXNM0821.6","11/11","Gs (mmol m−2 s−1)",0.0757005
"1867","TXNM0821","Control","TXNM0821.6","11/17","Gs (mmol m−2 s−1)",0.2382775
"1868","TXNM0821","Control","TXNM0821.6","11/24","Gs (mmol m−2 s−1)",0.042164
"1869","TXNM0821","Control","TXNM0821.6","12/02","Gs (mmol m−2 s−1)",0.085894
"1870","TXNM0821","Control","TXNM0821.7","10/27","Gs (mmol m−2 s−1)",0.208468
"1871","TXNM0821","Control","TXNM0821.7","11/03","Gs (mmol m−2 s−1)",0.126651
"1872","TXNM0821","Control","TXNM0821.7","11/03","Gs (mmol m−2 s−1)",0.3872485
"1873","TXNM0821","Control","TXNM0821.7","11/06","Gs (mmol m−2 s−1)",0.095282
"1874","TXNM0821","Control","TXNM0821.7","11/11","Gs (mmol m−2 s−1)",0.0739195
"1875","TXNM0821","Control","TXNM0821.7","11/17","Gs (mmol m−2 s−1)",0.204554
"1876","TXNM0821","Control","TXNM0821.7","11/24","Gs (mmol m−2 s−1)",0.1293645
"1877","TXNM0821","Control","TXNM0821.8","10/27","Gs (mmol m−2 s−1)",0.192477666666667
"1878","TXNM0821","Control","TXNM0821.8","11/03","Gs (mmol m−2 s−1)",0.018625
"1879","TXNM0821","Control","TXNM0821.8","11/03","Gs (mmol m−2 s−1)",0.008738
"1880","TXNM0821","Control","TXNM0821.8","11/06","Gs (mmol m−2 s−1)",0.071013
"1881","TXNM0821","Control","TXNM0821.8","11/11","Gs (mmol m−2 s−1)",0.0937055
"1882","TXNM0821","Control","TXNM0821.8","11/17","Gs (mmol m−2 s−1)",0.053406
"1883","TXNM0821","Control","TXNM0821.8","11/24","Gs (mmol m−2 s−1)",0.036525
"1884","TXNM0821","Control","TXNM0821.8","12/02","Gs (mmol m−2 s−1)",0.012578
"1885","TXNM0821","Control","TXNM0821.9","10/27","Gs (mmol m−2 s−1)",0.101066333333333
"1886","TXNM0821","Control","TXNM0821.9","11/03","Gs (mmol m−2 s−1)",0.2879705
"1887","TXNM0821","Control","TXNM0821.9","11/03","Gs (mmol m−2 s−1)",0.1276475
"1888","TXNM0821","Control","TXNM0821.9","11/06","Gs (mmol m−2 s−1)",0.098343
"1889","TXNM0821","Control","TXNM0821.9","11/11","Gs (mmol m−2 s−1)",0.102523
"1890","TXNM0821","Control","TXNM0821.9","11/24","Gs (mmol m−2 s−1)",0.0764165
"1891","TXNM0821","Control","TXNM0821.9","12/02","Gs (mmol m−2 s−1)",0.111151666666667
"1892","TXNM0821","Drought","TXNM0821.1","10/27","Gs (mmol m−2 s−1)",0.2562555
"1893","TXNM0821","Drought","TXNM0821.1","11/06","Gs (mmol m−2 s−1)",0.0432235
"1894","TXNM0821","Drought","TXNM0821.1","11/11","Gs (mmol m−2 s−1)",0.065692
"1895","TXNM0821","Drought","TXNM0821.1","11/17","Gs (mmol m−2 s−1)",0.011802
"1896","TXNM0821","Drought","TXNM0821.1","11/24","Gs (mmol m−2 s−1)",0.019749
"1897","TXNM0821","Drought","TXNM0821.1","12/02","Gs (mmol m−2 s−1)",0.0093355
"1898","TXNM0821","Drought","TXNM0821.2","10/27","Gs (mmol m−2 s−1)",0.154917333333333
"1899","TXNM0821","Drought","TXNM0821.2","11/03","Gs (mmol m−2 s−1)",0.0371685
"1900","TXNM0821","Drought","TXNM0821.2","11/03","Gs (mmol m−2 s−1)",0.003075
"1901","TXNM0821","Drought","TXNM0821.2","11/06","Gs (mmol m−2 s−1)",0.0052885
"1902","TXNM0821","Drought","TXNM0821.2","11/11","Gs (mmol m−2 s−1)",0.035723
"1903","TXNM0821","Drought","TXNM0821.2","11/17","Gs (mmol m−2 s−1)",0.0783165
"1904","TXNM0821","Drought","TXNM0821.2","11/24","Gs (mmol m−2 s−1)",0.027487
"1905","TXNM0821","Drought","TXNM0821.3","10/27","Gs (mmol m−2 s−1)",0.243078
"1906","TXNM0821","Drought","TXNM0821.3","11/03","Gs (mmol m−2 s−1)",0.0343555
"1907","TXNM0821","Drought","TXNM0821.3","11/06","Gs (mmol m−2 s−1)",0.016378
"1908","TXNM0821","Drought","TXNM0821.3","11/11","Gs (mmol m−2 s−1)",0.0297
"1909","TXNM0821","Drought","TXNM0821.3","11/17","Gs (mmol m−2 s−1)",0.0351395
"1910","TXNM0821","Drought","TXNM0821.3","11/24","Gs (mmol m−2 s−1)",0.0452115
"1911","TXNM0821","Drought","TXNM0821.4","10/27","Gs (mmol m−2 s−1)",0.119317
"1912","TXNM0821","Drought","TXNM0821.4","11/03","Gs (mmol m−2 s−1)",0.064834
"1913","TXNM0821","Drought","TXNM0821.4","11/03","Gs (mmol m−2 s−1)",0.011841
"1914","TXNM0821","Drought","TXNM0821.4","11/06","Gs (mmol m−2 s−1)",0.1309695
"1915","TXNM0821","Drought","TXNM0821.4","11/11","Gs (mmol m−2 s−1)",0.0617075
"1916","TXNM0821","Drought","TXNM0821.4","11/17","Gs (mmol m−2 s−1)",0.093513
"1917","TXNM0821","Drought","TXNM0821.4","11/24","Gs (mmol m−2 s−1)",0.0661825
"1918","TXNM0821","Drought","TXNM0821.5","10/27","Gs (mmol m−2 s−1)",0.156490333333333
"1919","TXNM0821","Drought","TXNM0821.5","11/03","Gs (mmol m−2 s−1)",0.1449795
"1920","TXNM0821","Drought","TXNM0821.5","11/03","Gs (mmol m−2 s−1)",0.077336
"1921","TXNM0821","Drought","TXNM0821.5","11/06","Gs (mmol m−2 s−1)",0.1351915
"1922","TXNM0821","Drought","TXNM0821.5","11/11","Gs (mmol m−2 s−1)",0.113091
"1923","TXNM0821","Drought","TXNM0821.5","11/24","Gs (mmol m−2 s−1)",0.213949
"1924","TXNM0821","Drought","TXNM0821.5","12/02","Gs (mmol m−2 s−1)",0.149582
"1925","V60-96","Control","V60-96.10.","10/27","Gs (mmol m−2 s−1)",0.314264666666667
"1926","V60-96","Control","V60-96.10.","11/03","Gs (mmol m−2 s−1)",0.0287095
"1927","V60-96","Control","V60-96.10.","11/06","Gs (mmol m−2 s−1)",0.127284
"1928","V60-96","Control","V60-96.10.","11/11","Gs (mmol m−2 s−1)",0.182362
"1929","V60-96","Control","V60-96.10.","11/17","Gs (mmol m−2 s−1)",0.2453645
"1930","V60-96","Control","V60-96.10.","11/24","Gs (mmol m−2 s−1)",0.076913
"1931","V60-96","Control","V60-96.10.","12/02","Gs (mmol m−2 s−1)",0.095925
"1932","V60-96","Control","V60-96.6","10/27","Gs (mmol m−2 s−1)",0.277959666666667
"1933","V60-96","Control","V60-96.6","11/03","Gs (mmol m−2 s−1)",0.2982245
